Date_control,Date_warming,CO2_control,CO2_warming,stdError_control,stedError_warming
30/07/2010,30/07/2010,2.11318528402988,1.9000192349172,0.122769198774828,0.245106892372575
31/08/2010,31/08/2010,2.76716315874491,2.49981633822067,0.215848854743732,0.186337192396193
22/09/2010,22/09/2010,2.20265306929395,2.24371576132986,0.147116596775817,0.296513779900778
14/10/2010,14/10/2010,1.77493333818856,2.05703319429446,0.127491179026792,0.152756611698477
10/11/2010,10/11/2010,2.10775819654936,2.62520994724011,0.12513761102704,0.195564895774707
02/05/2011,02/05/2011,1.31975394122085,1.40533973754172,0.0586814853718535,0.106129008525288
07/06/2011,07/06/2011,2.08794679285833,2.41935001909904,0.12773935963919,0.169847223333519
19/07/2011,19/07/2011,3.34591459985088,3.48034629311401,0.241873566342254,0.69845229718746
23/08/2011,23/08/2011,3.0454819268788,2.89556041182287,0.255289234557534,0.184808641330522
26/09/2011,26/09/2011,5.15969741482515,5.17918330225419,0.43929989416381,0.477186418454012
25/10/2011,25/10/2011,2.29597968998993,2.49565541623617,0.14223171719589,0.187664442432517
14/11/2011,14/11/2011,1.53634437699741,1.66388682761335,0.100222625440039,0.123990974587341
16/04/2012,16/04/2012,1.93157830220153,2.37524921292012,0.148936068567467,0.135217133840239
17/05/2012,17/05/2012,2.23799930039186,2.40790465123678,0.186416037562961,0.047976376246653
18/06/2012,18/06/2012,2.28275795411782,2.52937182741438,0.174343406639214,0.0981438523968539
30/07/2012,30/07/2012,3.01786891106405,3.06772831378729,0.180754733250469,0.183372904521918
30/08/2012,30/08/2012,2.46631026674903,2.87329078496297,0.151522906700672,0.332818770494555
27/09/2012,27/09/2012,2.56334895948754,2.66657085763775,0.159420876357356,0.166694751131477
17/10/2012,17/10/2012,1.80781179727949,2.25438963370185,0.0672977108325653,0.167724819805193
14/11/2012,14/11/2012,1.2676081431308,1.44833618569166,0.108560095255095,0.0989180417734962
24/04/2013,24/04/2013,1.014125267679,1.34098050928992,0.0788825074890433,0.0671607825285996
05/06/2013,05/06/2013,2.57004755311428,2.89228548867553,0.19475888692969,0.117492628672204
03/07/2013,03/07/2013,3.83433423887966,3.83041939502587,0.14264282892956,0.186785905196189
29/07/2013,29/07/2013,3.07038021216473,2.81679923200405,0.154873012146913,0.152292179837315
22/08/2013,22/08/2013,2.33139415412334,2.43395873980721,0.130370298556694,0.174485582705924
18/09/2013,18/09/2013,2.77155131484528,2.2472766969609,0.253381378403145,0.142882603367804
08/10/2013,08/10/2013,3.4629300376284,2.65919410119245,0.173966273130826,0.113926077518304
29/04/2014,29/04/2014,1.05089512590473,1.10694071925853,0.179640162109956,0.140196266007966
10/06/2014,10/06/2014,2.91249782455125,3.09863004658806,0.170366937023133,0.0858260969269185
23/07/2014,23/07/2014,2.98659093305801,2.65772608621813,0.146467584769473,0.144584165438996
19/08/2014,19/08/2014,1.97100556517216,2.23429796886214,0.0937853942987664,0.131112044934181
24/09/2014,24/09/2014,1.9937817541659,1.89816879233665,0.145585103597641,0.112165452544902
30/10/2014,30/10/2014,2.06566446260173,2.11259418634617,0.117002866292079,0.105943781220743
31/12/2014,31/12/2014,0.452407925190577,0.5924810823993,0.0584660542599406,0.0971085326658922
06/05/2015,06/05/2015,1.31239964847934,1.46195319579675,0.0927783647449209,0.0675071278017201
21/05/2015,21/05/2015,1.11883899247971,1.16777332419432,0.0853897929097724,0.0892218421769845
30/06/2015,30/06/2015,2.80318336886696,2.59057663149818,0.144734475365667,0.093602912433174
29/07/2015,29/07/2015,3.22174919652642,3.12101495695419,0.126498076222523,0.0878285258840466
19/08/2015,19/08/2015,3.9806481478221,3.75578301400576,0.213668700356835,0.269282178084046
16/09/2015,16/09/2015,4.55332302137972,3.70709924729434,0.369317772761409,0.21094250863116
23/10/2015,23/10/2015,1.5545189178474,1.35269604908348,0.0866526195438791,0.0960604808522611
23/11/2015,23/11/2015,1.15337237505627,1.42971979944263,0.0546534463099149,0.0782270098953152
15/04/2016,15/04/2016,0.923341802917203,1.11027532539024,0.0609970458998416,0.0498137058834876
14/05/2016,14/05/2016,1.16095122787674,1.25307516706035,0.0742935998192999,0.0329648927394656
22/06/2016,22/06/2016,2.01016977920895,2.02878527680918,0.102632528908942,0.178693370472323
22/07/2016,22/07/2016,2.25864989725493,2.1044819749433,0.15437421781366,0.116160950153593
24/08/2016,24/08/2016,4.10397833492094,3.8759581848599,0.391452185714714,0.509965612585373
14/09/2016,14/09/2016,3.57583876453373,3.54677570705232,0.247245056001134,0.464368385283247
14/10/2016,14/10/2016,1.92562343037616,1.95059694097538,0.132303813981103,0.15588217924902
01/11/2016,01/11/2016,1.67528764358014,1.69856770804532,0.164961375206885,0.111107812486199
